palavra,n_vogais,vogais_unicas,letra_0,letra_1,letra_2,letra_3,letra_4,probabilidade,n_consoantes,consoantes_unicas,n_letras_diferentes
morem,2,2,m,o,r,e,m,0.0,3,2,4
mores,2,2,m,o,r,e,s,0.0,3,3,5
morna,2,2,m,o,r,n,a,0.0,3,3,5
morno,2,1,m,o,r,n,o,1.869473369351853e-05,3,3,4
morou,3,2,m,o,r,o,u,5.608420108055561e-05,2,2,4
morra,2,2,m,o,r,r,a,0.0002430315380157,3,2,4
morre,2,2,m,o,r,r,e,0.0002617262717092,3,2,4
morri,2,2,m,o,r,r,i,7.477893477407414e-05,3,2,4
morro,2,1,m,o,r,r,o,0.0006356209455796,3,2,3
morsa,2,2,m,o,r,s,a,0.0,3,3,5
morta,2,2,m,o,r,t,a,0.000579536744499,3,3,5
morte,2,2,m,o,r,t,e,0.0026359574507861,3,3,5
morto,2,1,m,o,r,t,o,0.0012525471574657,3,3,4
mosca,2,2,m,o,s,c,a,5.608420108055561e-05,3,3,5
motel,2,2,m,o,t,e,l,0.0,3,3,5
motor,2,1,m,o,t,o,r,0.0,3,3,4
motos,2,1,m,o,t,o,s,0.0,3,3,4
moura,3,3,m,o,u,r,a,5.608420108055561e-05,2,2,5
mouro,3,2,m,o,u,r,o,0.0004486736086444,2,2,4
movam,2,2,m,o,v,a,m,0.0,3,2,4
movas,2,2,m,o,v,a,s,0.0,3,3,5
movei,3,3,m,o,v,e,i,0.0,2,2,5
movem,2,2,m,o,v,e,m,0.0,3,2,4
mover,2,2,m,o,v,e,r,0.0001495578695481,3,3,5
moves,2,2,m,o,v,e,s,0.0,3,3,5
moveu,3,3,m,o,v,e,u,0.0001869473369351,2,2,5
movia,3,3,m,o,v,i,a,5.608420108055561e-05,2,2,5
mocas,2,2,m,o,c,a,s,0.0002243368043222,3,3,5
mocos,2,1,m,o,c,o,s,0.0001308631358546,3,3,4
mocao,3,2,m,o,c,a,o,1.869473369351853e-05,2,2,4
moiam,3,3,m,o,i,a,m,0.0,2,1,4
moias,3,3,m,o,i,a,s,0.0,2,2,5
moida,3,3,m,o,i,d,a,1.869473369351853e-05,2,2,5
moido,3,2,m,o,i,d,o,0.0002991157390962,2,2,4
mucos,2,2,m,u,c,o,s,0.0,3,3,5
mudai,3,3,m,u,d,a,i,1.869473369351853e-05,2,2,5
mudam,2,2,m,u,d,a,m,0.0001308631358546,3,2,4
mudar,2,2,m,u,d,a,r,0.0001869473369351,3,3,5
mudas,2,2,m,u,d,a,s,0.0,3,3,5
mudei,3,3,m,u,d,e,i,1.869473369351853e-05,2,2,5
mudem,2,2,m,u,d,e,m,1.869473369351853e-05,3,2,4
mudes,2,2,m,u,d,e,s,0.0,3,3,5
mudez,2,2,m,u,d,e,z,5.608420108055561e-05,3,3,5
mudos,2,2,m,u,d,o,s,0.0001682526032416,3,3,5
mudou,3,2,m,u,d,o,u,0.0001121684021611,2,2,4
mugia,3,3,m,u,g,i,a,0.0,2,2,5
mugir,2,2,m,u,g,i,r,0.0,3,3,5
mugis,2,2,m,u,g,i,s,0.0,3,3,5
mugiu,3,2,m,u,g,i,u,0.0,2,2,4
muita,3,3,m,u,i,t,a,0.0018881681030453,2,2,5
muito,3,3,m,u,i,t,o,0.0138714924005907,2,2,5
mujam,2,2,m,u,j,a,m,0.0,3,2,4
mujas,2,2,m,u,j,a,s,0.0,3,3,5
mulas,2,2,m,u,l,a,s,0.0003178104727898,3,3,5
multa,2,2,m,u,l,t,a,3.738946738703707e-05,3,3,5
multe,2,2,m,u,l,t,e,0.0,3,3,5
multi,2,2,m,u,l,t,i,0.0,3,3,5
multo,2,2,m,u,l,t,o,1.869473369351853e-05,3,3,5
mundo,2,2,m,u,n,d,o,0.005122357032024,3,3,5
munem,2,2,m,u,n,e,m,0.0,3,2,4
munes,2,2,m,u,n,e,s,0.0,3,3,5
munia,3,3,m,u,n,i,a,0.0,2,2,5
munir,2,2,m,u,n,i,r,0.0,3,3,5
munis,2,2,m,u,n,i,s,0.0,3,3,5
muniu,3,2,m,u,n,i,u,0.0,2,2,4
murai,3,3,m,u,r,a,i,0.0,2,2,5
mural,2,2,m,u,r,a,l,0.0,3,3,5
muram,2,2,m,u,r,a,m,0.0,3,2,4
murar,2,2,m,u,r,a,r,0.0,3,2,4
muras,2,2,m,u,r,a,s,0.0,3,3,5
murei,3,3,m,u,r,e,i,0.0,2,2,5
murem,2,2,m,u,r,e,m,0.0,3,2,4
mures,2,2,m,u,r,e,s,0.0,3,3,5
muros,2,2,m,u,r,o,s,0.0004486736086444,3,3,5
murou,3,2,m,u,r,o,u,0.0,2,2,4
murro,2,2,m,u,r,r,o,3.738946738703707e-05,3,2,4
musas,2,2,m,u,s,a,s,1.869473369351853e-05,3,2,4
musca,2,2,m,u,s,c,a,0.0,3,3,5
musco,2,2,m,u,s,c,o,0.0,3,3,5
museu,3,2,m,u,s,e,u,1.869473369351853e-05,2,2,4
musgo,2,2,m,u,s,g,o,0.0,3,3,5
mafia,3,2,m,a,f,i,a,0.0,2,2,4
medio,3,3,m,e,d,i,o,0.0001121684021611,2,2,5
midia,3,2,m,i,d,i,a,0.0,2,2,4
miope,3,3,m,i,o,p,e,0.0,2,2,5
movel,2,2,m,o,v,e,l,9.347366846759269e-05,3,3,5
mumia,3,3,m,u,m,i,a,3.738946738703707e-05,2,1,4
mutua,3,2,m,u,t,u,a,0.0,2,2,4
mutuo,3,2,m,u,t,u,o,0.0,2,2,4
nabla,2,1,n,a,b,l,a,0.0,3,3,4
nabos,2,2,n,a,b,o,s,1.869473369351853e-05,3,3,5
nacos,2,2,n,a,c,o,s,3.738946738703707e-05,3,3,5
nadai,3,2,n,a,d,a,i,0.0,2,2,4
nadam,2,1,n,a,d,a,m,0.0,3,3,4
nadar,2,1,n,a,d,a,r,0.0001121684021611,3,3,4
nadas,2,1,n,a,d,a,s,3.738946738703707e-05,3,3,4
nadei,3,3,n,a,d,e,i,0.0,2,2,5
nadem,2,2,n,a,d,e,m,0.0,3,3,5
nades,2,2,n,a,d,e,s,0.0,3,3,5
nadou,3,3,n,a,d,o,u,0.0,2,2,5
nafta,2,1,n,a,f,t,a,0.0,3,3,4
naipe,3,3,n,a,i,p,e,1.869473369351853e-05,2,2,5
nanai,3,2,n,a,n,a,i,0.0,2,1,3
nanam,2,1,n,a,n,a,m,0.0,3,2,3
nanar,2,1,n,a,n,a,r,0.0,3,2,3
nanas,2,1,n,a,n,a,s,0.0,3,2,3
nanei,3,3,n,a,n,e,i,0.0,2,1,4
nanem,2,2,n,a,n,e,m,0.0,3,2,4
nanes,2,2,n,a,n,e,s,0.0,3,2,4
nanou,3,3,n,a,n,o,u,0.0,2,1,4
nardo,2,2,n,a,r,d,o,0.0,3,3,5
nariz,2,2,n,a,r,i,z,0.0006169262118861,3,3,5
narra,2,1,n,a,r,r,a,0.0,3,2,3
narre,2,2,n,a,r,r,e,1.869473369351853e-05,3,2,4
narro,2,2,n,a,r,r,o,0.0,3,2,4
nasal,2,1,n,a,s,a,l,0.0,3,3,4
nasce,2,2,n,a,s,c,e,0.0002617262717092,3,3,5
nasci,2,2,n,a,s,c,i,0.0003551999401768,3,3,5
nasca,2,1,n,a,s,c,a,0.0,3,3,4
nasco,2,2,n,a,s,c,o,0.0,3,3,5
natas,2,1,n,a,t,a,s,1.869473369351853e-05,3,3,4
natos,2,2,n,a,t,o,s,0.0,3,3,5
nauta,3,2,n,a,u,t,a,0.0,2,2,4
naval,2,1,n,a,v,a,l,0.0,3,3,4
naves,2,2,n,a,v,e,s,0.0,3,3,5
navio,3,3,n,a,v,i,o,7.477893477407414e-05,2,2,5
nacao,3,2,n,a,c,a,o,0.0005982314781925,2,2,4
negai,3,3,n,e,g,a,i,0.0,2,2,5
negam,2,2,n,e,g,a,m,1.869473369351853e-05,3,3,5
negar,2,2,n,e,g,a,r,0.0001308631358546,3,3,5
negas,2,2,n,e,g,a,s,0.0,3,3,5
negou,3,3,n,e,g,o,u,5.608420108055561e-05,2,2,5
negra,2,2,n,e,g,r,a,0.0004486736086444,3,3,5
negro,2,2,n,e,g,r,o,0.0006730104129666,3,3,5
negue,3,2,n,e,g,u,e,1.869473369351853e-05,2,2,4
negao,3,3,n,e,g,a,o,0.0,2,2,5
nelas,2,2,n,e,l,a,s,0.0003365052064833,3,3,5
neles,2,1,n,e,l,e,s,0.0001869473369351,3,3,4
nenem,2,1,n,e,n,e,m,0.0,3,2,3
nenes,2,1,n,e,n,e,s,0.0,3,2,3
nervo,2,2,n,e,r,v,o,0.0,3,3,5
nesga,2,2,n,e,s,g,a,5.608420108055561e-05,3,3,5
nessa,2,2,n,e,s,s,a,0.0007851788151277,3,2,4
nesse,2,1,n,e,s,s,e,0.0014768839617879,3,2,3
nesta,2,2,n,e,s,t,a,0.0016264418313361,3,3,5
neste,2,1,n,e,s,t,e,0.0026172627170925,3,3,4
netas,2,2,n,e,t,a,s,0.0,3,3,5
netos,2,2,n,e,t,o,s,0.0001495578695481,3,3,5
nevai,3,3,n,e,v,a,i,0.0,2,2,5
nevam,2,2,n,e,v,a,m,0.0,3,3,5
nevar,2,2,n,e,v,a,r,0.0,3,3,5
nevas,2,2,n,e,v,a,s,0.0,3,3,5
nevei,3,2,n,e,v,e,i,0.0,2,2,4
nevem,2,1,n,e,v,e,m,0.0,3,3,4
neves,2,1,n,e,v,e,s,5.608420108055561e-05,3,3,4
nevou,3,3,n,e,v,o,u,0.0,2,2,5
nexos,2,2,n,e,x,o,s,0.0,3,3,5
nicho,2,2,n,i,c,h,o,1.869473369351853e-05,3,3,5
ninai,3,2,n,i,n,a,i,0.0,2,1,3
ninam,2,2,n,i,n,a,m,0.0,3,2,4
ninar,2,2,n,i,n,a,r,0.0,3,2,4
ninas,2,2,n,i,n,a,s,0.0,3,2,4
ninei,3,2,n,i,n,e,i,0.0,2,1,3
ninem,2,2,n,i,n,e,m,0.0,3,2,4
nines,2,2,n,i,n,e,s,0.0,3,2,4
ninfa,2,2,n,i,n,f,a,0.0001682526032416,3,2,4
ninho,2,2,n,i,n,h,o,0.0003738946738703,3,2,4
ninou,3,3,n,i,n,o,u,0.0,2,1,4
nisso,2,2,n,i,s,s,o,0.0004486736086444,3,2,4
nisto,2,2,n,i,s,t,o,0.0017759997008842,3,3,5
nitro,2,2,n,i,t,r,o,1.869473369351853e-05,3,3,5
nobre,2,2,n,o,b,r,e,0.0002804210054027,3,3,5
nodal,2,2,n,o,d,a,l,0.0,3,3,5
noite,3,3,n,o,i,t,e,0.0057953674449907,2,2,5
noiva,3,3,n,o,i,v,a,0.0001308631358546,2,2,5
noive,3,3,n,o,i,v,e,0.0,2,2,5
noivo,3,2,n,o,i,v,o,3.738946738703707e-05,2,2,4
nomes,2,2,n,o,m,e,s,0.0007103998803537,3,3,5
nomea,3,3,n,o,m,e,a,0.0,2,2,5
noras,2,2,n,o,r,a,s,0.0,3,3,5
norma,2,2,n,o,r,m,a,0.0001121684021611,3,3,5
nossa,2,2,n,o,s,s,a,0.0040941466788805,3,2,4
nosso,2,1,n,o,s,s,o,0.0031220205268175,3,2,3
notai,3,3,n,o,t,a,i,0.0,2,2,5
notam,2,2,n,o,t,a,m,1.869473369351853e-05,3,3,5
notar,2,2,n,o,t,a,r,0.0001495578695481,3,3,5
notas,2,2,n,o,t,a,s,0.0004860630760314,3,3,5
notei,3,3,n,o,t,e,i,5.608420108055561e-05,2,2,5
notem,2,2,n,o,t,e,m,0.0,3,3,5
notes,2,2,n,o,t,e,s,0.0,3,3,5
notou,3,2,n,o,t,o,u,0.0002056420706287,2,2,4
novas,2,2,n,o,v,a,s,0.0011029892879175,3,3,5
novos,2,1,n,o,v,o,s,0.0011216840216111,3,3,4
nozes,2,2,n,o,z,e,s,7.477893477407414e-05,3,3,5
nocao,3,2,n,o,c,a,o,0.0001121684021611,2,2,4
nudez,2,2,n,u,d,e,z,9.347366846759269e-05,3,3,5
nulas,2,2,n,u,l,a,s,0.0,3,3,5
nulos,2,2,n,u,l,o,s,0.0,3,3,5
numas,2,2,n,u,m,a,s,9.347366846759269e-05,3,3,5
nunca,2,2,n,u,n,c,a,0.0056084201080555,3,2,4
nunes,2,2,n,u,n,e,s,0.0001495578695481,3,2,4
nutra,2,2,n,u,t,r,a,0.0,3,3,5
nutre,2,2,n,u,t,r,e,0.0,3,3,5
nutri,2,2,n,u,t,r,i,0.0,3,3,5
nutro,2,2,n,u,t,r,o,0.0,3,3,5
nuvem,2,2,n,u,v,e,m,0.0004112841412574,3,3,5
nevoa,3,3,n,e,v,o,a,0.0,2,2,5
nivel,2,2,n,i,v,e,l,0.0002991157390962,3,3,5
nodoa,3,2,n,o,d,o,a,9.347366846759269e-05,2,2,4
obesa,3,3,o,b,e,s,a,0.0,2,2,5
obeso,3,2,o,b,e,s,o,0.0,2,2,4
obras,2,2,o,b,r,a,s,0.000579536744499,3,3,5
obsta,2,2,o,b,s,t,a,0.0,3,3,5
obste,2,2,o,b,s,t,e,0.0,3,3,5
obsto,2,1,o,b,s,t,o,0.0,3,3,4
obter,2,2,o,b,t,e,r,3.738946738703707e-05,3,3,5
obtem,2,2,o,b,t,e,m,0.0,3,3,5
obvia,3,3,o,b,v,i,a,1.869473369351853e-05,2,2,5
obvie,3,3,o,b,v,i,e,0.0,2,2,5
obvio,3,2,o,b,v,i,o,0.0,2,2,4
ocaso,3,2,o,c,a,s,o,3.738946738703707e-05,2,2,4
ocupa,3,3,o,c,u,p,a,5.608420108055561e-05,2,2,5
ocupe,3,3,o,c,u,p,e,0.0,2,2,5
ocupo,3,2,o,c,u,p,o,0.0,2,2,4
odeia,4,4,o,d,e,i,a,0.0,1,1,5
odeie,4,3,o,d,e,i,e,0.0,1,1,4
odeio,4,3,o,d,e,i,o,0.0,1,1,4
odiai,4,3,o,d,i,a,i,0.0,1,1,4
odiar,3,3,o,d,i,a,r,0.0,2,2,5
odiei,4,3,o,d,i,e,i,0.0,1,1,4
odiou,4,3,o,d,i,o,u,0.0,1,1,4
oeste,3,2,o,e,s,t,e,0.0002430315380157,2,2,4
ogiva,3,3,o,g,i,v,a,0.0,2,2,5
oitao,4,3,o,i,t,a,o,0.0,1,1,4
olhai,3,3,o,l,h,a,i,0.0001308631358546,2,2,5
olham,2,2,o,l,h,a,m,3.738946738703707e-05,3,3,5
olhar,2,2,o,l,h,a,r,0.0019629470378194,3,3,5
olhas,2,2,o,l,h,a,s,0.0001869473369351,3,3,5
olhei,3,3,o,l,h,e,i,0.0001869473369351,2,2,5
olhem,2,2,o,l,h,e,m,5.608420108055561e-05,3,3,5
olhes,2,2,o,l,h,e,s,0.0,3,3,5
olhos,2,1,o,l,h,o,s,0.0091791142435176,3,3,4
olhou,3,2,o,l,h,o,u,0.0004673683423379,2,2,4
oliva,3,3,o,l,i,v,a,0.0,2,2,5
ombro,2,1,o,m,b,r,o,0.0001869473369351,3,3,4
omega,3,3,o,m,e,g,a,0.0,2,2,5
omita,3,3,o,m,i,t,a,0.0,2,2,5
omite,3,3,o,m,i,t,e,0.0,2,2,5
omiti,3,2,o,m,i,t,i,0.0,2,2,4
omito,3,2,o,m,i,t,o,0.0,2,2,4
ondas,2,2,o,n,d,a,s,0.0003178104727898,3,3,5
ondea,3,3,o,n,d,e,a,0.0,2,2,5
onera,3,3,o,n,e,r,a,0.0,2,2,5
onere,3,2,o,n,e,r,e,0.0,2,2,4
onero,3,2,o,n,e,r,o,0.0,2,2,4
ontem,2,2,o,n,t,e,m,0.0004299788749509,3,3,5
oncas,2,2,o,n,c,a,s,1.869473369351853e-05,3,3,5
opaca,3,2,o,p,a,c,a,0.0,2,2,4
opaco,3,2,o,p,a,c,o,0.0,2,2,4
opala,3,2,o,p,a,l,a,0.0,2,2,4
opera,3,3,o,p,e,r,a,0.0002991157390962,2,2,5
opere,3,2,o,p,e,r,e,0.0,2,2,4
opero,3,2,o,p,e,r,o,0.0,2,2,4
opina,3,3,o,p,i,n,a,0.0,2,2,5
opine,3,3,o,p,i,n,e,0.0,2,2,5
opino,3,2,o,p,i,n,o,0.0,2,2,4
opomo,3,1,o,p,o,m,o,0.0,2,2,3
opora,3,2,o,p,o,r,a,0.0,2,2,4
optai,3,3,o,p,t,a,i,0.0,2,2,5
optam,2,2,o,p,t,a,m,0.0,3,3,5
optar,2,2,o,p,t,a,r,0.0,3,3,5
optas,2,2,o,p,t,a,s,0.0,3,3,5
optei,3,3,o,p,t,e,i,0.0,2,2,5
optem,2,2,o,p,t,e,m,0.0,3,3,5
optes,2,2,o,p,t,e,s,0.0,3,3,5
optou,3,2,o,p,t,o,u,0.0,2,2,4
opcao,3,2,o,p,c,a,o,0.0,2,2,4
opoem,3,2,o,p,o,e,m,1.869473369351853e-05,2,2,4
opoes,3,2,o,p,o,e,s,0.0,2,2,4
orado,3,2,o,r,a,d,o,0.0,2,2,4
orais,3,3,o,r,a,i,s,1.869473369351853e-05,2,2,5
oramo,3,2,o,r,a,m,o,0.0,2,2,4
orara,3,2,o,r,a,r,a,0.0,2,1,3
orava,3,2,o,r,a,v,a,1.869473369351853e-05,2,2,4
orcas,2,2,o,r,c,a,s,0.0,3,3,5
orcei,3,3,o,r,c,e,i,0.0,2,2,5
orcem,2,2,o,r,c,e,m,0.0,3,3,5
orces,2,2,o,r,c,e,s,0.0,3,3,5
ordem,2,2,o,r,d,e,m,0.002093810173674,3,3,5
oreis,3,3,o,r,e,i,s,0.0,2,2,5
oremo,3,2,o,r,e,m,o,0.0,2,2,4
orgem,2,2,o,r,g,e,m,0.0,3,3,5
orges,2,2,o,r,g,e,s,0.0,3,3,5
orgia,3,3,o,r,g,i,a,0.0,2,2,5
orlai,3,3,o,r,l,a,i,0.0,2,2,5
orlam,2,2,o,r,l,a,m,1.869473369351853e-05,3,3,5
orlar,2,2,o,r,l,a,r,0.0,3,2,4
orlas,2,2,o,r,l,a,s,1.869473369351853e-05,3,3,5
orlei,3,3,o,r,l,e,i,0.0,2,2,5
orlem,2,2,o,r,l,e,m,0.0,3,3,5
orles,2,2,o,r,l,e,s,0.0,3,3,5
orlou,3,2,o,r,l,o,u,0.0,2,2,4
ornai,3,3,o,r,n,a,i,0.0,2,2,5
ornam,2,2,o,r,n,a,m,1.869473369351853e-05,3,3,5
ornar,2,2,o,r,n,a,r,1.869473369351853e-05,3,2,4
ornas,2,2,o,r,n,a,s,0.0,3,3,5
ornei,3,3,o,r,n,e,i,0.0,2,2,5
ornem,2,2,o,r,n,e,m,0.0,3,3,5
ornes,2,2,o,r,n,e,s,0.0,3,3,5
ornou,3,2,o,r,n,o,u,0.0,2,2,4
orcai,3,3,o,r,c,a,i,0.0,2,2,5
orcam,2,2,o,r,c,a,m,0.0,3,3,5
orcar,2,2,o,r,c,a,r,0.0,3,2,4
orcou,3,2,o,r,c,o,u,0.0,2,2,4
ossos,2,1,o,s,s,o,s,0.0002991157390962,3,1,2
ostra,2,2,o,s,t,r,a,1.869473369351853e-05,3,3,5
ouros,3,2,o,u,r,o,s,0.0,2,2,4
ousai,4,4,o,u,s,a,i,0.0,1,1,5
ousam,3,3,o,u,s,a,m,0.0,2,2,5
ousar,3,3,o,u,s,a,r,5.608420108055561e-05,2,2,5
ousas,3,3,o,u,s,a,s,0.0,2,1,4
ousei,4,4,o,u,s,e,i,1.869473369351853e-05,1,1,5
ousem,3,3,o,u,s,e,m,0.0,2,2,5
ouses,3,3,o,u,s,e,s,0.0,2,1,4
ousou,4,2,o,u,s,o,u,5.608420108055561e-05,1,1,3
outra,3,3,o,u,t,r,a,0.0075526724121814,2,2,5
outro,3,2,o,u,t,r,o,0.0087117459011796,2,2,4
ouvem,3,3,o,u,v,e,m,0.0,2,2,5
ouves,3,3,o,u,v,e,s,3.738946738703707e-05,2,2,5
ouvia,4,4,o,u,v,i,a,0.0004299788749509,1,1,5
ouvir,3,3,o,u,v,i,r,0.0012338524237722,2,2,5
ouvis,3,3,o,u,v,i,s,3.738946738703707e-05,2,2,5
ouviu,4,3,o,u,v,i,u,0.0008599577499018,1,1,4
oucam,3,3,o,u,c,a,m,1.869473369351853e-05,2,2,5
oucas,3,3,o,u,c,a,s,1.869473369351853e-05,2,2,5
ovais,3,3,o,v,a,i,s,0.0,2,2,5
ovino,3,2,o,v,i,n,o,0.0,2,2,4
oxala,3,2,o,x,a,l,a,3.738946738703707e-05,2,2,4
oxida,3,3,o,x,i,d,a,0.0,2,2,5
oxide,3,3,o,x,i,d,e,0.0,2,2,5
oxido,3,2,o,x,i,d,o,0.0,2,2,4
oasis,3,3,o,a,s,i,s,3.738946738703707e-05,2,1,4
pacto,2,2,p,a,c,t,o,3.738946738703707e-05,3,3,5
padre,2,2,p,a,d,r,e,0.0023555364453833,3,3,5
pagai,3,2,p,a,g,a,i,0.0,2,2,4
pagam,2,1,p,a,g,a,m,5.608420108055561e-05,3,3,4
pagar,2,1,p,a,g,a,r,0.000504757809725,3,3,4
pagas,2,1,p,a,g,a,s,3.738946738703707e-05,3,3,4
pagem,2,2,p,a,g,e,m,0.0,3,3,5
pagos,2,2,p,a,g,o,s,3.738946738703707e-05,3,3,5
pagou,3,3,p,a,g,o,u,0.0001682526032416,2,2,5
pague,3,3,p,a,g,u,e,7.477893477407414e-05,2,2,5
pagao,3,2,p,a,g,a,o,1.869473369351853e-05,2,2,4
paira,3,2,p,a,i,r,a,3.738946738703707e-05,2,2,4
paire,3,3,p,a,i,r,e,0.0,2,2,5
pairo,3,3,p,a,i,r,o,0.0,2,2,5
pajea,3,2,p,a,j,e,a,0.0,2,2,4
palco,2,2,p,a,l,c,o,5.608420108055561e-05,3,3,5
palha,2,1,p,a,l,h,a,0.0002430315380157,3,3,4
palma,2,1,p,a,l,m,a,0.0002617262717092,3,3,4
palmo,2,2,p,a,l,m,o,0.0002430315380157,3,3,5
pampa,2,1,p,a,m,p,a,0.0,3,2,3
panca,2,1,p,a,n,c,a,0.0037950309397842,3,3,4
panda,2,1,p,a,n,d,a,0.0,3,3,4
panos,2,2,p,a,n,o,s,9.347366846759269e-05,3,3,5
papai,3,2,p,a,p,a,i,0.0005608420108055,2,1,3
papam,2,1,p,a,p,a,m,0.0,3,2,3
papar,2,1,p,a,p,a,r,1.869473369351853e-05,3,2,3
papas,2,1,p,a,p,a,s,0.0,3,2,3
papei,3,3,p,a,p,e,i,0.0,2,1,4
papel,2,2,p,a,p,e,l,0.0011964629563851,3,2,4
papem,2,2,p,a,p,e,m,0.0,3,2,4
papes,2,2,p,a,p,e,s,0.0,3,2,4
papos,2,2,p,a,p,o,s,0.0,3,2,4
papou,3,3,p,a,p,o,u,0.0,2,1,4
papao,3,2,p,a,p,a,o,0.0,2,1,3
parai,3,2,p,a,r,a,i,1.869473369351853e-05,2,2,4
param,2,1,p,a,r,a,m,0.0,3,3,4
parar,2,1,p,a,r,a,r,0.0007290946140472,3,2,3
paras,2,1,p,a,r,a,s,1.869473369351853e-05,3,3,4
parca,2,1,p,a,r,c,a,0.0,3,3,4
parco,2,2,p,a,r,c,o,1.869473369351853e-05,3,3,5
parda,2,1,p,a,r,d,a,3.738946738703707e-05,3,3,4
pardo,2,2,p,a,r,d,o,0.0002617262717092,3,3,5
parei,3,3,p,a,r,e,i,0.0001869473369351,2,2,5
parem,2,2,p,a,r,e,m,0.0,3,3,5
pares,2,2,p,a,r,e,s,0.0001495578695481,3,3,5
parea,3,2,p,a,r,e,a,0.0,2,2,4
paria,3,2,p,a,r,i,a,1.869473369351853e-05,2,2,4
parir,2,2,p,a,r,i,r,3.738946738703707e-05,3,2,4
pariu,3,3,p,a,r,i,u,0.0,2,2,5
parou,3,3,p,a,r,o,u,0.0003925894075638,2,2,5
parta,2,1,p,a,r,t,a,3.738946738703707e-05,3,3,4
parte,2,2,p,a,r,t,e,0.0058701463797648,3,3,5
parti,2,2,p,a,r,t,i,3.738946738703707e-05,3,3,5
parto,2,2,p,a,r,t,o,3.738946738703707e-05,3,3,5
parvo,2,2,p,a,r,v,o,1.869473369351853e-05,3,3,5
pasma,2,1,p,a,s,m,a,3.738946738703707e-05,3,3,4
pasme,2,2,p,a,s,m,e,0.0,3,3,5
pasmo,2,2,p,a,s,m,o,0.0001869473369351,3,3,5
passa,2,1,p,a,s,s,a,0.0008038735488212,3,2,3
passe,2,2,p,a,s,s,e,0.0001308631358546,3,2,4
passo,2,2,p,a,s,s,o,0.0035146099343814,3,2,4
pasta,2,1,p,a,s,t,a,1.869473369351853e-05,3,3,4
paste,2,2,p,a,s,t,e,0.0,3,3,5
pasto,2,2,p,a,s,t,o,9.347366846759269e-05,3,3,5
patas,2,1,p,a,t,a,s,7.477893477407414e-05,3,3,4
patim,2,2,p,a,t,i,m,0.0,3,3,5
patos,2,2,p,a,t,o,s,7.477893477407414e-05,3,3,5
patua,3,2,p,a,t,u,a,0.0,2,2,4
pausa,3,2,p,a,u,s,a,0.0001495578695481,2,2,4
pauta,3,2,p,a,u,t,a,0.0,2,2,4
paute,3,3,p,a,u,t,e,0.0,2,2,5
pauto,3,3,p,a,u,t,o,0.0,2,2,5
pavio,3,3,p,a,v,i,o,0.0,2,2,5
pavor,2,2,p,a,v,o,r,0.0002430315380157,3,3,5
pavao,3,2,p,a,v,a,o,0.0,2,2,4
pazes,2,2,p,a,z,e,s,5.608420108055561e-05,3,3,5
pecai,3,3,p,e,c,a,i,0.0,2,2,5
pecam,2,2,p,e,c,a,m,5.608420108055561e-05,3,3,5
pecar,2,2,p,e,c,a,r,0.0,3,3,5
pecas,2,2,p,e,c,a,s,0.0002243368043222,3,3,5
pecou,3,3,p,e,c,o,u,0.0,2,2,5
pedal,2,2,p,e,d,a,l,0.0,3,3,5
pedem,2,1,p,e,d,e,m,0.0002056420706287,3,3,4
pedes,2,1,p,e,d,e,s,0.0,3,3,4
pedia,3,3,p,e,d,i,a,0.0004486736086444,2,2,5
pedir,2,2,p,e,d,i,r,0.0010282103531435,3,3,5
pedis,2,2,p,e,d,i,s,5.608420108055561e-05,3,3,5
pediu,3,3,p,e,d,i,u,0.0007103998803537,2,2,5
pedra,2,2,p,e,d,r,a,0.0011029892879175,3,3,5
pegai,3,3,p,e,g,a,i,0.0,2,2,5
pegam,2,2,p,e,g,a,m,5.608420108055561e-05,3,3,5
pegar,2,2,p,e,g,a,r,0.0003178104727898,3,3,5
pegas,2,2,p,e,g,a,s,0.0,3,3,5
pegou,3,3,p,e,g,o,u,0.0001682526032416,2,2,5
pegue,3,2,p,e,g,u,e,5.608420108055561e-05,2,2,4
peida,3,3,p,e,i,d,a,0.0,2,2,5
peide,3,2,p,e,i,d,e,0.0,2,2,4
peido,3,3,p,e,i,d,o,0.0,2,2,5
peita,3,3,p,e,i,t,a,0.0,2,2,5
peite,3,2,p,e,i,t,e,0.0,2,2,4
peito,3,3,p,e,i,t,o,0.0018881681030453,2,2,5
peixe,3,2,p,e,i,x,e,7.477893477407414e-05,2,2,4
pelai,3,3,p,e,l,a,i,0.0,2,2,5
pelam,2,2,p,e,l,a,m,0.0,3,3,5
pelar,2,2,p,e,l,a,r,0.0,3,3,5
pelas,2,2,p,e,l,a,s,0.006561851526425,3,3,5
pelei,3,2,p,e,l,e,i,0.0,2,2,4
pelem,2,1,p,e,l,e,m,0.0,3,3,4
peles,2,1,p,e,l,e,s,3.738946738703707e-05,3,3,4
pelos,2,2,p,e,l,o,s,0.007141388270924,3,3,5
pelou,3,3,p,e,l,o,u,0.0,2,2,5
penai,3,3,p,e,n,a,i,0.0,2,2,5
penal,2,2,p,e,n,a,l,0.0,3,3,5
penam,2,2,p,e,n,a,m,0.0,3,3,5
penar,2,2,p,e,n,a,r,3.738946738703707e-05,3,3,5
penas,2,2,p,e,n,a,s,0.0003365052064833,3,3,5
penca,2,2,p,e,n,c,a,1.869473369351853e-05,3,3,5
